Year	Month	DayofMonth	DayOfWeek	CRSDepTime	CRSArrTime	UniqueCarrier	FlightNum	TailNum	CRSElapsedTime	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	CancellationCode	Diverted	CarrierDelay	WeatherDelay	NASDelay	SecurityDelay	LateAircraftDelay
2004	1	27	2	1325	1522	UA	500	000000	57.0	ORD	IND	177	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1620	1725	UA	501	000000	125.0	ATL	ORD	606	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1655	1826	UA	501	000000	91.0	ORD	MCI	403	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1918	2025	UA	503	000000	127.0	CLT	ORD	599	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1940	2209	UA	515	000000	269.0	ORD	SMF	1781	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1330	1610	UA	516	000000	100.0	ORD	GSO	590	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1330	1610	UA	516	000000	100.0	ORD	GSO	590	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1537	1607	UA	517	000000	90.0	CLE	ORD	316	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	650	827	UA	518	000000	97.0	SFO	PDX	550	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	650	827	UA	518	000000	97.0	SFO	PDX	550	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	9	5	650	827	UA	518	000000	97.0	SFO	PDX	550	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1055	1335	UA	520	000000	100.0	ORD	IAD	589	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	5	1	702	1245	UA	522	000000	223.0	PDX	ORD	1739	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	1424	1606	UA	523	000000	162.0	DEN	PDX	992	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1422	1605	UA	523	000000	163.0	DEN	PDX	992	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1422	1605	UA	523	000000	163.0	DEN	PDX	992	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	28	3	600	744	UA	525	000000	164.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	900	1213	UA	526	000000	133.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	2	5	1100	1413	UA	528	000000	133.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1100	1410	UA	528	000000	130.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	31	6	1100	1410	UA	528	000000	130.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1300	1621	UA	530	000000	141.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	21	3	1300	1621	UA	530	000000	141.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1200	1315	UA	532	000000	75.0	MSP	ORD	334	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	2	5	1400	1721	UA	532	000000	141.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1400	1721	UA	532	000000	141.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1400	1721	UA	532	000000	141.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1015	1155	UA	533	000000	160.0	BOS	ORD	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1015	1155	UA	533	000000	160.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1500	1817	UA	534	000000	137.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	14	3	1500	1817	UA	534	000000	137.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	11	7	1950	2146	UA	535	000000	116.0	DEN	BOI	649	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	2	5	1415	1552	UA	537	000000	157.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1315	1500	UA	537	000000	165.0	BOS	ORD	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	15	4	1315	1500	UA	537	000000	165.0	BOS	ORD	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1700	2018	UA	538	000000	138.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1700	2018	UA	538	000000	138.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	2	5	1515	1700	UA	539	000000	165.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1515	1700	UA	539	000000	165.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	17	6	1415	1554	UA	539	000000	159.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1415	1553	UA	539	000000	158.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1415	1553	UA	539	000000	158.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	17	6	1800	2120	UA	540	000000	140.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1800	2120	UA	540	000000	140.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1800	2120	UA	540	000000	140.0	ORD	BOS	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	28	3	1800	2120	UA	540	000000	140.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	29	4	1800	2120	UA	540	000000	140.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1515	1700	UA	541	000000	165.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1900	2228	UA	542	000000	148.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1715	1905	UA	543	000000	170.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1615	1800	UA	543	000000	165.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	2000	2219	UA	543	000000	259.0	ORD	PDX	1739	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	2000	2219	UA	543	000000	259.0	ORD	PDX	1739	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	2045	2355	UA	544	000000	130.0	ORD	BOS	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	2045	2355	UA	544	000000	130.0	ORD	BOS	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1400	1944	UA	544	000000	224.0	PDX	ORD	1739	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1400	1944	UA	544	000000	224.0	PDX	ORD	1739	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	2	5	1815	2003	UA	545	000000	168.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1815	2003	UA	545	000000	168.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	18	7	1715	1902	UA	545	000000	167.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	21	3	1715	1902	UA	545	000000	167.0	BOS	ORD	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	23	5	1715	1902	UA	545	000000	167.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	29	4	1715	1902	UA	545	000000	167.0	BOS	ORD	867	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	17	6	2000	2231	UA	545	000000	271.0	ORD	SFO	1846	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	31	6	2000	2231	UA	545	000000	271.0	ORD	SFO	1846	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1320	1630	UA	546	000000	130.0	ORD	PVD	849	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1915	2057	UA	549	000000	162.0	BOS	ORD	867	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	28	3	1915	2057	UA	549	000000	162.0	BOS	ORD	867	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1805	2034	UA	551	000000	149.0	ORD	DFW	802	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1745	2008	UA	551	000000	143.0	ORD	DFW	802	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	2300	443	UA	552	000000	223.0	SAN	ORD	1723	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	9	5	1435	1944	UA	554	000000	189.0	DEN	IAD	1452	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	31	6	1125	1302	UA	557	000000	157.0	DEN	OAK	957	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1830	2009	UA	558	000000	99.0	SFO	PDX	550	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1830	2009	UA	558	000000	99.0	SFO	PDX	550	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	19	1	1130	1325	UA	559	000000	235.0	BWI	DEN	1491	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	17	6	1500	1615	UA	561	000000	135.0	PHL	ORD	678	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1500	1615	UA	561	000000	135.0	PHL	ORD	678	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1500	1615	UA	561	000000	135.0	PHL	ORD	678	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	810	1134	UA	562	000000	144.0	PDX	DEN	992	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	810	1134	UA	562	000000	144.0	PDX	DEN	992	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	9	5	810	1134	UA	562	000000	144.0	PDX	DEN	992	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1955	2225	UA	565	000000	210.0	ORD	SLC	1249	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1721	1905	UA	565	000000	164.0	PVD	ORD	849	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1815	2117	UA	566	000000	122.0	ORD	ATL	606	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	23	5	1745	2045	UA	566	000000	120.0	ORD	ATL	606	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1805	2109	UA	568	000000	124.0	ORD	BTV	763	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	9	5	1107	1710	UA	568	000000	243.0	SJC	ORD	1829	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	1	4	2010	2135	UA	569	000000	85.0	DEN	JAC	406	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	2010	2135	UA	569	000000	85.0	DEN	JAC	406	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1715	1830	UA	571	000000	75.0	ORD	DSM	299	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	5	1	810	911	UA	573	000000	121.0	MDT	ORD	594	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1015	1253	UA	573	000000	158.0	ORD	IAH	925	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1615	1842	UA	576	000000	87.0	ORD	PIT	412	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1555	1817	UA	576	000000	82.0	ORD	PIT	412	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1555	1817	UA	576	000000	82.0	ORD	PIT	412	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1720	1949	UA	577	000000	269.0	ORD	SMF	1781	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	605	815	UA	579	000000	130.0	PDX	LAX	834	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	1250	1429	UA	580	000000	99.0	SFO	PDX	550	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1255	1436	UA	580	000000	101.0	SFO	PDX	550	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1255	1436	UA	580	000000	101.0	SFO	PDX	550	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	21	3	2015	2140	UA	583	000000	145.0	DEN	LAX	862	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	3	6	1110	1339	UA	591	N564UA	269.0	BOS	DEN	1754	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	945	1107	UA	599	000000	82.0	ORD	MSP	334	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	600	701	UA	601	000000	121.0	DCA	ORD	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	30	5	600	701	UA	601	000000	121.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	700	802	UA	603	000000	122.0	DCA	ORD	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	1	4	900	1141	UA	603	000000	281.0	ORD	SFO	1846	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	29	4	900	1136	UA	603	000000	276.0	ORD	SFO	1846	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	20	2	800	1042	UA	604	000000	102.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	30	5	800	1042	UA	604	000000	102.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1010	1232	UA	605	000000	262.0	ORD	PDX	1739	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	8	4	1010	1232	UA	605	000000	262.0	ORD	PDX	1739	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	3	6	900	1003	UA	607	000000	123.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	5	1	900	1003	UA	607	000000	123.0	DCA	ORD	612	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	1000	1239	UA	608	000000	99.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	18	7	1000	1241	UA	608	000000	101.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1000	1241	UA	608	000000	101.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1000	1241	UA	608	000000	101.0	ORD	DCA	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1000	1105	UA	609	000000	125.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1100	1341	UA	610	000000	101.0	ORD	DCA	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1100	1342	UA	610	000000	102.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	23	5	1100	1202	UA	611	000000	122.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1300	1544	UA	614	000000	104.0	ORD	DCA	612	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	5	1	1300	1544	UA	614	000000	104.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	12	1	1200	1302	UA	615	000000	122.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	20	2	1200	1302	UA	615	000000	122.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	30	5	1200	1302	UA	615	000000	122.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	20	2	1400	1616	UA	615	000000	256.0	ORD	LAX	1745	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	17	6	1400	1646	UA	616	000000	106.0	ORD	DCA	612	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1400	1646	UA	616	000000	106.0	ORD	DCA	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1505	1737	UA	617	000000	272.0	ORD	SJC	1829	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	29	4	1500	1742	UA	618	000000	102.0	ORD	DCA	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	6	2	1400	1507	UA	619	000000	127.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1400	1510	UA	619	000000	130.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	27	2	1400	1510	UA	619	000000	130.0	DCA	ORD	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1645	1907	UA	619	000000	262.0	ORD	LAX	1745	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	4	7	1500	1606	UA	621	000000	126.0	DCA	ORD	612	0.0	0.0	1	Weather	0	0.0	0.0	0.0	0.0	0.0
2004	1	7	3	1500	1605	UA	621	000000	125.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1500	1605	UA	621	000000	125.0	DCA	ORD	612	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	20	2	1655	1915	UA	621	000000	260.0	ORD	SNA	1726	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	12	1	1700	1948	UA	622	000000	108.0	ORD	DCA	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
2004	1	26	1	1700	1948	UA	622	000000	108.0	ORD	DCA	612	0.0	0.0	1	NAS	0	0.0	0.0	0.0	0.0	0.0
2004	1	18	7	1600	1710	UA	623	000000	130.0	DCA	ORD	612	0.0	0.0	1	Carrier	0	0.0	0.0	0.0	0.0	0.0
